Farmer_ID,Farmer_Name,State,District,Crop_Name,Season,Area_Cultivated_Acres,Expected_Yield_Tonnes,Actual_Yield_Tonnes,Market_Price_per_Tonne,Local_Market_Demand_Tonnes,State_Market_Demand_Tonnes,National_Demand_Tonnes,Soil_Type,Water_Usage_Liters_per_Acre,Fertilizer_Usage_kg_per_Acre,Sustainability_Score,Weather_Condition,Predicted_Demand_for_Next_Season_Tonnes,Overproduction_Risk,Date_Recorded
F00132,Aarti Naik,Andhra Pradesh,Krishna,Mango,Kharif,13.52,260.15,275.51,66932,1287.23,13534.34,18310.52,Alluvial,4613.14,68.1,90,Normal,1505.27,High,2024-02-20
F00133,Mahesh Kaur,Andhra Pradesh,Krishna,Mango,Rabi,13.69,254.95,267.14,44176,476.41,13641.36,5326.41,Red,3002.71,76.0,61,Heavy Rainfall,553.06,Low,2025-05-25
F00134,Deepak Joshi,Andhra Pradesh,Krishna,Mango,Kharif,8.73,73.21,73.59,50304,586.08,14730.15,10657.76,Laterite,6852.96,53.77,89,Drought,601.14,High,2024-10-15
F00135,Amit Singh,Andhra Pradesh,Krishna,Mango,Summer,13.03,207.9,231.43,51330,1256.12,14846.84,14503.43,Black,2795.68,99.63,74,Normal,1429.06,High,2024-10-07
F00136,Suresh Nair,Andhra Pradesh,Krishna,Mango,Rabi,0.53,8.0,7.73,79416,888.95,14669.43,16888.33,Red,4496.49,38.29,96,Drought,1052.99,Medium,2024-11-11
F00137,Pooja Bhatt,Andhra Pradesh,Krishna,Mango,Summer,5.95,65.95,63.56,45038,623.22,15057.39,13631.48,Sandy,3062.3,61.26,74,Normal,595.03,High,2025-09-19
F00138,Deepak Gupta,Andhra Pradesh,Krishna,Mango,Kharif,2.98,38.21,38.94,47259,429.06,14086.93,4694.32,Red,2386.25,64.11,83,Drought,475.72,Low,2025-08-06
F00139,Divya Sharma,Andhra Pradesh,Kurnool,Wheat,Kharif,8.19,30.27,26.17,16662,349.13,13514.71,8283.45,Alluvial,1573.33,33.2,86,Heavy Rainfall,324.65,High,2024-02-23
F00140,Arun Gupta,Andhra Pradesh,Kurnool,Wheat,Summer,13.55,54.54,48.95,20889,1446.4,13835.17,19688.23,Sandy,7300.27,116.28,59,Drought,1321.23,Low,2025-05-25
F00141,Swati Kumar,Andhra Pradesh,Kurnool,Mango,Summer,11.93,203.89,204.86,51707,1032.48,15041.57,25571.62,Black,7408.07,76.58,86,Dry,1229.46,Low,2024-01-20
F00142,Mahesh Singh,Andhra Pradesh,Kurnool,Mango,Summer,9.08,162.07,165.56,72842,344.1,14357.72,3910.56,Red,7809.49,78.23,96,Flood,369.32,Low,2025-05-24
F00143,Suresh Joshi,Andhra Pradesh,Kurnool,Mango,Rabi,9.33,163.8,172.22,69246,950.7,14902.78,23037.43,Red,7628.42,88.99,79,Dry,909.88,High,2024-07-24
F00144,Aarti Sharma,Andhra Pradesh,Kurnool,Mango,Kharif,0.7,5.73,4.96,49514,439.74,15436.76,10733.26,Red,6544.26,103.6,96,Dry,464.21,Medium,2025-03-29
F00145,Vikram Gupta,Andhra Pradesh,Kurnool,Sugarcane,Kharif,8.26,740.72,669.38,3045,402.64,15273.64,5745.74,Red,6774.22,57.32,48,Normal,415.81,High,2025-04-02
F00146,Shalini Naik,Andhra Pradesh,Nandyal,Mango,Summer,10.67,136.35,148.76,60534,1055.46,14640.75,16827.43,Sandy,7080.32,43.44,86,Flood,1011.59,Low,2025-08-22
F00147,Rajesh Das,Andhra Pradesh,Nandyal,Rice,Rabi,3.0,9.26,10.35,24881,522.24,14835.9,12902.71,Laterite,4505.09,112.34,71,Dry,535.6,Low,2024-06-24
F00148,Suresh Nair,Andhra Pradesh,Nandyal,Mango,Summer,2.2,20.89,23.35,48947,280.79,13347.85,5335.6,Alluvial,4509.49,90.27,64,Flood,272.69,Medium,2025-08-31
F00149,Suresh Nair,Andhra Pradesh,Nandyal,Mango,Kharif,12.71,165.61,155.11,53852,930.37,14333.39,13139.03,Clay,1840.35,72.87,98,Heavy Rainfall,1072.54,High,2024-09-23
F00150,Praveen Verma,Andhra Pradesh,Nandyal,Mango,Kharif,6.19,64.11,54.58,67875,400.04,13488.57,5749.64,Clay,3045.59,62.1,76,Dry,452.99,Medium,2025-09-12
F00151,Rahul Joshi,Andhra Pradesh,Nandyal,Mango,Summer,8.69,99.97,105.46,61963,1101.7,14462.94,26281.41,Sandy,4982.6,71.62,83,Normal,1300.29,High,2024-05-12
F00152,Mahesh Khan,Andhra Pradesh,Nandyal,Mango,Summer,7.68,76.32,87.02,57413,337.02,15028.21,5627.75,Red,3841.02,97.72,63,Heavy Rainfall,371.57,High,2024-04-21
F00153,Kiran Gupta,Andhra Pradesh,Nandyal,Mango,Rabi,14.14,235.61,250.0,53007,902.65,14521.98,11976.3,Sandy,1172.36,82.97,69,Normal,1014.42,Low,2025-02-02
F00154,Amit Gupta,Andhra Pradesh,Nandyal,Mango,Kharif,9.38,141.27,155.02,42154,1491.63,14885.55,34487.57,Black,5181.38,33.82,85,Normal,1516.91,Medium,2024-09-10
F00155,Swati Verma,Andhra Pradesh,Nandyal,Mango,Rabi,12.54,173.13,190.15,45688,1328.98,13815.24,29896.1,Red,1015.28,59.97,77,Flood,1285.92,Low,2024-11-16
F00156,Vikram Kumar,Andhra Pradesh,Nandyal,Groundnut,Rabi,2.69,5.97,6.01,44057,204.33,13174.69,3723.51,Sandy,5950.32,99.36,54,Drought,196.03,Medium,2025-08-13
F00157,Sunita Yadav,Andhra Pradesh,Nandyal,Mango,Summer,11.24,139.18,156.95,41600,308.06,15125.8,4182.68,Clay,2972.6,33.65,79,Drought,292.13,High,2024-06-17
F00158,Arun Gowda,Andhra Pradesh,Nandyal,Mango,Kharif,1.96,27.54,29.93,67229,250.66,14461.96,4269.88,Clay,5091.19,100.59,79,Flood,277.86,Low,2025-06-08
F00159,Naveen Patil,Andhra Pradesh,Nellore,Mango,Summer,11.31,116.43,99.03,58424,1231.63,15457.34,18008.18,Red,5418.43,78.03,83,Dry,1259.97,Medium,2024-06-05
F00160,Mahesh Gowda,Andhra Pradesh,Nellore,Mango,Summer,1.34,21.68,20.77,44657,531.91,15290.52,10779.36,Alluvial,1602.66,43.47,95,Normal,611.81,Medium,2024-09-21
F00161,Arun Kumar,Andhra Pradesh,Nellore,Mango,Rabi,9.35,110.26,99.45,70997,871.7,13610.29,19659.73,Red,7317.46,56.47,87,Heavy Rainfall,1006.75,Low,2024-03-31
F00162,Vikram Khan,Andhra Pradesh,Nellore,Mango,Rabi,11.29,219.55,205.22,49821,105.33,13821.87,2512.95,Alluvial,6897.61,104.9,70,Drought,98.03,Low,2025-09-20
F00163,Suresh Naik,Andhra Pradesh,Nellore,Mango,Kharif,3.34,66.37,68.47,50147,677.7,14057.79,10284.2,Black,3250.3,45.66,70,Flood,688.63,Low,2024-02-12
F00164,Amit Naik,Andhra Pradesh,Nellore,Mango,Rabi,8.68,166.22,141.41,61314,437.32,13924.35,8023.5,Red,6589.92,116.05,66,Dry,464.91,Medium,2024-03-15
F00165,Pooja Chaudhary,Andhra Pradesh,Nellore,Mango,Kharif,11.43,195.28,181.39,71506,562.11,13383.18,10840.74,Sandy,3548.0,72.21,95,Drought,588.91,Low,2024-11-27
F00166,Aarti Khan,Andhra Pradesh,Nellore,Sugarcane,Rabi,6.71,479.08,498.52,3278,449.31,14444.12,6814.35,Red,2772.6,64.79,87,Heavy Rainfall,411.83,High,2025-01-27
F00167,Naveen Kumar,Andhra Pradesh,Nellore,Mango,Rabi,5.83,46.85,49.35,61908,1199.85,13852.74,14753.61,Clay,3910.99,99.12,83,Normal,1335.74,Medium,2025-06-11
F00168,Kiran Reddy,Andhra Pradesh,Nellore,Mango,Summer,10.25,183.78,192.5,56600,194.78,13045.24,3083.84,Sandy,4106.71,36.98,64,Flood,206.78,Low,2024-06-23
F00169,Arun Sharma,Andhra Pradesh,Nellore,Mango,Kharif,12.91,211.93,226.98,46192,1485.79,14879.77,26455.41,Alluvial,2934.4,109.46,95,Dry,1385.53,High,2024-10-03
F00170,Aarti Naik,Andhra Pradesh,NTR,Maize,Rabi,5.13,19.29,18.92,19225,1319.95,13921.45,30633.09,Laterite,4328.23,61.9,56,Flood,1353.1,High,2024-04-17
F00171,Amit Yadav,Andhra Pradesh,NTR,Mango,Kharif,12.87,125.09,112.84,50801,1224.56,13712.55,24098.97,Clay,3685.58,63.35,99,Drought,1249.84,High,2025-08-03
F00172,Praveen Singh,Andhra Pradesh,NTR,Groundnut,Kharif,9.54,17.25,17.46,47988,1423.96,15336.97,22030.27,Clay,3769.14,31.17,79,Dry,1586.65,High,2024-10-28
F00173,Swati Kaur,Andhra Pradesh,NTR,Mango,Rabi,5.26,95.07,82.27,70010,1196.49,14784.27,28656.08,Alluvial,4757.16,108.02,68,Drought,1279.37,Low,2025-08-24
F00174,Aarti Gupta,Andhra Pradesh,NTR,Mango,Summer,5.61,76.05,67.45,42085,602.68,14813.41,14125.91,Alluvial,7813.66,65.97,81,Dry,714.42,Medium,2025-07-15
F00175,Divya Gowda,Andhra Pradesh,NTR,Mango,Kharif,3.3,38.63,41.31,53068,773.27,15112.25,8514.68,Red,5350.41,35.62,98,Normal,786.57,Low,2025-01-10
F00176,Rajesh Gowda,Andhra Pradesh,NTR,Mango,Rabi,5.96,75.39,77.08,47342,1304.93,14944.01,30387.81,Alluvial,5907.52,108.2,76,Flood,1234.28,Low,2024-10-28
F00177,Rajesh Singh,Andhra Pradesh,NTR,Mango,Kharif,7.66,127.18,135.73,53932,604.44,13044.65,6951.55,Clay,5126.71,72.12,77,Dry,580.76,Medium,2025-09-01
F00178,Aarti Nair,Andhra Pradesh,NTR,Sugarcane,Summer,1.84,137.52,132.54,4744,856.23,14456.16,9404.76,Black,4753.83,96.7,61,Heavy Rainfall,949.65,Low,2025-05-10
F00179,Amit Khan,Andhra Pradesh,NTR,Mango,Rabi,2.32,29.26,30.28,42413,894.27,14043.5,18748.48,Black,2461.82,60.73,91,Heavy Rainfall,881.79,High,2025-05-12
F00180,Suresh Naik,Andhra Pradesh,NTR,Mango,Summer,4.86,65.28,57.36,67165,1437.15,13693.99,32683.28,Sandy,3653.05,39.86,83,Dry,1628.58,Low,2025-01-22
F00181,Kiran Reddy,Andhra Pradesh,NTR,Mango,Kharif,11.35,123.21,129.82,61192,643.88,14438.07,13495.63,Sandy,1160.34,37.66,100,Flood,584.65,High,2025-03-05
F00182,Amit Chaudhary,Andhra Pradesh,NTR,Rice,Kharif,5.03,26.59,25.66,22874,369.24,14340.28,8739.37,Alluvial,6753.2,44.08,85,Drought,411.83,Low,2024-02-29
F00183,Kiran Naik,Andhra Pradesh,NTR,Maize,Kharif,6.81,22.73,23.6,19549,892.73,13388.34,12662.47,Red,4061.75,49.13,78,Drought,1036.29,Medium,2024-01-05
F00184,Deepak Patil,Andhra Pradesh,NTR,Mango,Rabi,3.27,38.98,42.27,77166,1420.6,13505.99,32155.89,Laterite,1662.55,85.86,89,Drought,1651.73,Medium,2025-06-23
F00185,Arun Gupta,Andhra Pradesh,Palnadu,Mango,Rabi,15.0,146.31,141.84,47091,999.88,13749.24,12179.7,Black,7583.29,90.34,64,Flood,1144.51,Medium,2025-03-15
F00186,Praveen Das,Andhra Pradesh,Palnadu,Mango,Kharif,8.17,116.68,127.94,69591,756.48,14920.07,15989.15,Alluvial,7382.34,110.39,64,Heavy Rainfall,695.79,Low,2025-06-13
F00187,Vikram Gupta,Andhra Pradesh,Palnadu,Mango,Summer,14.25,230.05,256.49,77108,1185.79,14221.27,29474.63,Alluvial,3041.74,87.43,60,Drought,1280.96,High,2025-05-23
F00188,Rajesh Das,Andhra Pradesh,Palnadu,Mango,Summer,2.97,40.35,40.98,73378,1290.07,15420.57,23441.13,Red,7482.22,108.79,87,Dry,1264.01,Medium,2024-02-09
F00189,Arun Nair,Andhra Pradesh,Palnadu,Mango,Summer,13.78,149.51,143.66,60298,736.05,15261.71,15850.78,Sandy,5613.24,63.64,60,Dry,707.29,High,2025-09-28
F00190,Mahesh Nair,Andhra Pradesh,Palnadu,Mango,Rabi,1.35,24.37,24.39,53314,1484.83,15078.31,16247.44,Sandy,1852.36,60.31,73,Flood,1355.42,Medium,2024-08-04
F00191,Amit Das,Andhra Pradesh,Palnadu,Mango,Summer,4.95,71.61,69.48,66523,646.37,14863.57,9543.13,Sandy,6669.1,65.33,86,Flood,764.04,Low,2024-08-13
F00192,Praveen Patil,Andhra Pradesh,Palnadu,Mango,Summer,3.53,64.8,73.16,64389,955.91,13790.96,22226.46,Clay,3746.64,69.76,95,Dry,933.38,Medium,2025-01-22
F00193,Vikram Joshi,Andhra Pradesh,Palnadu,Mango,Summer,4.18,65.63,65.06,79948,916.23,12851.75,10174.89,Laterite,4734.14,111.56,74,Dry,905.53,High,2025-08-11
F00194,Mahesh Chaudhary,Andhra Pradesh,Parvathipuram Manyam,Mango,Summer,3.09,40.44,37.39,67069,1260.06,15444.78,22711.74,Clay,3421.83,34.12,68,Drought,1202.73,Medium,2024-01-04
F00195,Swati Naik,Andhra Pradesh,Parvathipuram Manyam,Mango,Rabi,5.21,67.48,63.22,54843,498.5,13521.59,9953.67,Red,6700.77,106.04,67,Heavy Rainfall,555.33,Medium,2024-11-11
F00196,Ramesh Reddy,Andhra Pradesh,Parvathipuram Manyam,Mango,Summer,6.05,70.37,62.44,41320,944.24,14803.6,13269.6,Black,3353.31,99.36,67,Drought,928.68,Medium,2024-09-26
F00197,Vikram Yadav,Andhra Pradesh,Parvathipuram Manyam,Mango,Summer,1.14,21.67,23.35,40052,1049.01,13957.26,22713.4,Laterite,5406.49,62.29,88,Heavy Rainfall,1240.25,Low,2024-08-27
F00198,Aarti Chaudhary,Andhra Pradesh,Parvathipuram Manyam,Mango,Summer,9.9,190.0,187.27,57438,430.04,15154.52,6891.75,Sandy,1831.62,92.04,74,Normal,499.78,High,2025-01-12
F00199,Amit Naik,Andhra Pradesh,Parvathipuram Manyam,Rice,Rabi,12.77,39.27,39.39,21692,1440.33,13751.3,33429.54,Laterite,3658.27,88.29,72,Heavy Rainfall,1351.39,Low,2024-11-23
F00200,Pooja Singh,Andhra Pradesh,Parvathipuram Manyam,Mango,Rabi,8.63,99.84,93.24,68564,1177.03,14522.89,14493.14,Red,2823.76,41.79,74,Heavy Rainfall,1264.85,High,2024-04-23
F00201,Shalini Nair,Andhra Pradesh,Parvathipuram Manyam,Wheat,Kharif,1.33,4.38,4.95,18474,635.27,14360.29,15548.12,Laterite,2994.73,88.59,90,Heavy Rainfall,682.74,Medium,2024-12-07
F00202,Divya Bhatt,Andhra Pradesh,Prakasam,Maize,Summer,5.53,12.97,11.22,16668,492.78,13089.97,9182.08,Laterite,6894.62,60.76,59,Flood,457.17,High,2025-02-04
F00203,Sunita Gupta,Andhra Pradesh,Prakasam,Mango,Kharif,8.65,119.55,130.2,55286,906.86,13752.82,21332.14,Alluvial,3162.28,45.59,81,Dry,966.54,High,2024-12-22
F00204,Mahesh Singh,Andhra Pradesh,Prakasam,Mango,Summer,13.55,217.3,203.03,46747,859.96,13808.22,12363.19,Laterite,5171.52,33.8,66,Heavy Rainfall,847.86,Low,2024-11-20
F00205,Ramesh Kaur,Andhra Pradesh,Prakasam,Mango,Rabi,4.89,83.8,76.25,48802,1493.89,15208.11,20206.89,Red,4266.62,68.76,74,Heavy Rainfall,1438.19,Medium,2024-02-03
F00206,Deepak Sharma,Andhra Pradesh,Prakasam,Mango,Kharif,10.05,168.4,172.4,64868,1336.61,14627.54,27343.46,Clay,1858.75,46.42,67,Heavy Rainfall,1395.02,Medium,2024-11-02
F00207,Vikram Das,Andhra Pradesh,Prakasam,Maize,Kharif,9.41,24.18,27.11,16130,1089.78,14796.34,21706.23,Sandy,6364.69,80.35,77,Drought,1293.88,High,2024-06-05
F00208,Vikram Verma,Andhra Pradesh,Prakasam,Mango,Kharif,10.74,189.52,198.9,45655,450.82,13246.38,6075.42,Black,1872.79,75.64,63,Flood,462.76,Medium,2024-03-16
F00209,Suresh Patil,Andhra Pradesh,Prakasam,Mango,Kharif,14.95,169.58,184.25,52210,686.7,14810.06,9251.63,Laterite,4902.96,51.9,75,Normal,658.51,Medium,2025-08-27
F00210,Divya Gupta,Andhra Pradesh,Prakasam,Sugarcane,Summer,1.54,93.41,85.37,4405,1144.86,14308.75,21333.93,Alluvial,7929.49,69.81,48,Drought,1051.72,High,2024-08-01
F00211,Mahesh Yadav,Andhra Pradesh,Prakasam,Rice,Rabi,13.94,56.38,52.43,18586,1163.78,13508.94,13763.43,Sandy,1174.34,60.69,53,Flood,1264.77,High,2025-02-07
F00212,Rajesh Nair,Andhra Pradesh,Prakasam,Mango,Summer,11.4,203.6,191.31,77268,531.68,15038.63,6253.52,Laterite,4653.23,103.73,92,Dry,604.04,Low,2024-04-21
F00213,Shalini Gowda,Andhra Pradesh,Prakasam,Mango,Rabi,1.52,20.47,22.72,45109,401.33,14050.16,5708.87,Clay,6043.1,66.55,67,Dry,449.34,Medium,2024-06-17
F00214,Ramesh Bhatt,Andhra Pradesh,Prakasam,Mango,Rabi,12.55,242.86,226.56,52604,1075.45,15379.79,13831.52,Red,6007.39,30.01,89,Dry,1214.98,Medium,2024-08-19
F00215,Deepak Singh,Andhra Pradesh,Prakasam,Mango,Kharif,7.33,72.23,64.12,64835,1312.49,15303.01,22862.68,Laterite,2471.68,45.48,83,Dry,1394.82,Low,2024-08-02
F00216,Praveen Patil,Andhra Pradesh,Prakasam,Mango,Rabi,13.6,262.65,298.69,43417,1359.72,14006.68,28051.48,Clay,5470.0,30.21,79,Heavy Rainfall,1482.2,High,2024-07-09
F00217,Aarti Sharma,Andhra Pradesh,Sri Sathya Sai,Sugarcane,Summer,0.9,74.77,80.7,4887,171.13,13159.03,1725.76,Red,7919.32,111.52,52,Normal,159.62,Low,2024-03-02
F00218,Ramesh Sharma,Andhra Pradesh,Sri Sathya Sai,Mango,Summer,3.95,40.54,41.88,43223,965.92,13353.61,10622.2,Red,7311.51,107.75,78,Flood,1001.13,Medium,2024-01-11
F00219,Swati Verma,Andhra Pradesh,Sri Sathya Sai,Mango,Rabi,3.85,45.0,41.36,55783,445.91,14817.05,9170.75,Red,3204.18,57.76,79,Drought,502.61,Low,2024-07-17
F00220,Ramesh Khan,Andhra Pradesh,Sri Sathya Sai,Mango,Rabi,3.25,55.55,57.05,50866,585.01,13010.54,7409.3,Black,3555.16,116.78,81,Flood,632.16,Medium,2025-07-03
F00221,Shalini Chaudhary,Andhra Pradesh,Sri Sathya Sai,Mango,Rabi,5.21,57.67,65.7,72344,883.76,13957.79,13152.08,Black,2100.44,98.68,66,Heavy Rainfall,939.96,High,2025-04-10
F00222,Deepak Nair,Andhra Pradesh,Sri Sathya Sai,Mango,Kharif,3.87,50.11,51.5,65491,161.23,13769.32,3349.43,Clay,2113.18,56.67,65,Heavy Rainfall,174.04,High,2024-02-12
F00223,Shalini Chaudhary,Andhra Pradesh,Sri Sathya Sai,Mango,Rabi,9.81,155.23,171.6,75808,900.88,13030.08,13797.85,Black,7532.59,96.69,75,Drought,1019.49,Low,2024-06-16
F00224,Deepak Bhatt,Andhra Pradesh,Srikakulam,Mango,Kharif,12.98,243.37,246.27,54976,521.21,15168.58,7238.24,Clay,7648.09,44.86,70,Dry,606.8,Low,2024-10-02
F00225,Kiran Bhatt,Andhra Pradesh,Srikakulam,Groundnut,Kharif,5.83,10.06,10.92,47449,249.35,15624.43,3992.96,Alluvial,3789.66,52.74,77,Flood,248.4,Low,2024-04-19
F00226,Mahesh Nair,Andhra Pradesh,Srikakulam,Banana,Rabi,13.98,482.87,524.81,10837,154.37,15493.83,1737.56,Red,2389.79,88.52,72,Drought,180.72,High,2024-07-16
F00227,Vikram Joshi,Andhra Pradesh,Srikakulam,Mango,Kharif,9.93,149.95,171.51,68350,1429.14,13026.11,20812.6,Red,7586.46,103.37,81,Flood,1453.27,High,2024-03-26
F00228,Amit Gupta,Andhra Pradesh,Srikakulam,Mango,Summer,8.7,125.0,116.84,48647,990.39,14902.57,17319.89,Laterite,1213.26,36.49,66,Flood,956.76,Low,2025-04-04
F00229,Aarti Joshi,Andhra Pradesh,Srikakulam,Rice,Kharif,6.41,23.62,24.74,23500,489.38,13907.54,4987.07,Black,3133.09,82.12,68,Heavy Rainfall,570.97,Low,2024-03-06
F00230,Kiran Khan,Andhra Pradesh,Srikakulam,Sugarcane,Summer,10.77,773.73,731.73,4431,112.91,13628.4,1202.12,Sandy,6130.96,87.08,47,Flood,118.82,High,2024-05-19
F00231,Aarti Reddy,Andhra Pradesh,Srikakulam,Cotton,Summer,14.13,24.8,24.63,54394,529.68,14255.27,9177.57,Red,4904.83,57.83,73,Dry,513.66,High,2024-03-13
F00232,Pooja Reddy,Andhra Pradesh,Srikakulam,Mango,Rabi,13.62,224.83,191.23,42354,1176.2,13100.43,27372.5,Laterite,4055.45,102.63,86,Heavy Rainfall,1262.3,High,2024-07-20
F00233,Kiran Sharma,Andhra Pradesh,Srikakulam,Mango,Summer,14.62,201.56,185.74,42322,468.47,15120.98,7711.49,Sandy,3234.01,102.82,65,Dry,513.78,Low,2024-09-18
F00234,Amit Reddy,Andhra Pradesh,Srikakulam,Rice,Summer,11.79,60.46,59.59,24301,680.01,14217.79,9569.62,Sandy,6215.34,113.42,55,Normal,614.05,Medium,2025-08-29
F00235,Vikram Singh,Andhra Pradesh,Srikakulam,Rice,Rabi,3.83,21.4,20.74,23086,287.71,13275.88,5479.61,Clay,4898.95,115.2,64,Dry,282.72,High,2025-05-06
F00236,Vikram Gupta,Andhra Pradesh,Srikakulam,Mango,Rabi,2.59,51.56,53.94,55772,564.75,13299.31,13893.86,Black,7219.63,58.2,82,Heavy Rainfall,586.07,Medium,2025-06-14
F00237,Divya Naik,Andhra Pradesh,Srikakulam,Mango,Kharif,9.33,163.92,163.96,46720,238.86,13528.34,5792.76,Laterite,2251.94,76.93,79,Normal,234.05,Medium,2025-06-15
F00238,Rahul Singh,Andhra Pradesh,Tirupati,Mango,Rabi,11.22,182.84,209.72,75012,531.02,13242.08,13226.28,Black,6676.48,60.75,69,Flood,550.62,Low,2025-06-20
F00239,Naveen Kumar,Andhra Pradesh,Tirupati,Rice,Kharif,1.41,5.93,6.26,23324,454.74,14667.71,8785.02,Alluvial,2371.26,115.41,45,Normal,520.22,Low,2024-12-07
F00240,Naveen Singh,Andhra Pradesh,Tirupati,Mango,Summer,14.81,158.9,138.4,67292,960.31,15592.3,17685.88,Clay,5626.36,71.18,71,Drought,988.15,High,2024-09-20
F00241,Amit Reddy,Andhra Pradesh,Tirupati,Mango,Kharif,4.85,65.41,71.8,50032,737.21,14939.34,9421.82,Black,6905.49,91.87,84,Drought,757.14,High,2024-06-14
F00242,Pooja Nair,Andhra Pradesh,Tirupati,Mango,Rabi,1.67,18.97,19.62,47836,824.99,13977.76,11834.1,Black,4041.33,52.15,64,Normal,806.16,Low,2025-04-05
F00243,Amit Chaudhary,Andhra Pradesh,Tirupati,Mango,Rabi,4.63,50.61,53.59,59927,617.59,13834.25,15406.87,Laterite,1189.53,100.78,64,Flood,694.17,Low,2025-07-02
F00244,Rahul Joshi,Andhra Pradesh,Tirupati,Wheat,Kharif,2.04,9.09,7.94,17585,251.18,12828.52,3444.4,Black,5736.77,44.64,50,Dry,241.13,Low,2025-03-07
F00245,Arun Khan,Andhra Pradesh,Visakhapatnam,Mango,Kharif,8.58,105.49,113.21,44839,519.1,15113.63,5555.44,Sandy,6622.74,85.22,74,Normal,545.85,Medium,2024-06-04
F00246,Shalini Khan,Andhra Pradesh,Visakhapatnam,Mango,Kharif,3.2,48.45,45.15,66929,1421.96,14171.38,30999.26,Laterite,3949.27,118.91,61,Flood,1315.05,Low,2024-10-22
F00247,Pooja Khan,Andhra Pradesh,Visakhapatnam,Rice,Summer,12.4,52.84,48.75,23705,1078.12,13226.51,20941.8,Sandy,1498.81,75.47,81,Flood,1260.38,Medium,2024-02-09
F00248,Rahul Singh,Andhra Pradesh,Visakhapatnam,Mango,Rabi,5.58,103.53,96.11,65086,415.86,15219.61,4208.15,Sandy,3899.51,61.14,79,Dry,404.28,Low,2024-01-04
F00249,Vikram Das,Andhra Pradesh,Visakhapatnam,Maize,Summer,11.66,51.95,56.16,17635,793.33,14272.57,12590.02,Alluvial,2867.79,106.85,65,Drought,782.48,Medium,2025-04-27
F00250,Deepak Gupta,Andhra Pradesh,Visakhapatnam,Mango,Summer,0.77,9.64,9.26,52990,572.63,15213.02,9571.35,Clay,1288.34,60.38,88,Flood,550.41,Low,2025-06-23
F00251,Kiran Bhatt,Andhra Pradesh,Visakhapatnam,Mango,Rabi,14.17,249.8,253.73,60535,613.39,14097.04,9096.91,Black,7939.3,100.3,86,Flood,565.05,Medium,2025-01-17
F00252,Shalini Das,Andhra Pradesh,Visakhapatnam,Mango,Rabi,7.09,123.21,119.76,60400,1291.44,13425.05,22057.28,Black,1734.29,49.53,69,Heavy Rainfall,1539.91,High,2024-12-10
F00253,Deepak Bhatt,Andhra Pradesh,Visakhapatnam,Mango,Summer,6.95,95.45,92.95,66602,847.65,14159.03,21012.96,Alluvial,5954.2,72.96,95,Normal,878.62,High,2024-01-30
F00254,Kiran Bhatt,Andhra Pradesh,Visakhapatnam,Mango,Kharif,6.98,138.28,134.26,72779,911.4,13027.89,15738.09,Clay,6019.19,85.08,81,Dry,849.81,Medium,2024-01-07
F00255,Naveen Sharma,Andhra Pradesh,Visakhapatnam,Mango,Kharif,2.93,42.71,40.74,78992,238.64,15085.39,4729.22,Laterite,4339.02,108.08,81,Heavy Rainfall,234.09,Medium,2025-09-08
F00256,Ramesh Kumar,Andhra Pradesh,Visakhapatnam,Mango,Kharif,11.64,160.3,157.75,77608,619.4,14256.71,9863.28,Black,6193.33,35.21,66,Normal,724.95,High,2025-08-01
F00257,Ramesh Gowda,Andhra Pradesh,Vizianagaram,Mango,Kharif,14.7,135.0,127.83,71630,517.14,14017.3,11428.0,Clay,4915.27,77.01,93,Flood,539.92,High,2024-09-09
F00258,Vikram Joshi,Andhra Pradesh,Vizianagaram,Banana,Summer,1.61,43.08,38.74,14508,904.59,14813.97,18889.1,Alluvial,3548.65,55.44,95,Normal,1010.88,Medium,2024-05-24
F00259,Rahul Verma,Andhra Pradesh,Vizianagaram,Potato,Rabi,3.4,79.3,67.59,10491,287.6,15516.27,3771.82,Black,1801.66,115.5,56,Dry,334.1,Medium,2025-02-21
F00260,Vikram Patil,Andhra Pradesh,Vizianagaram,Mango,Summer,9.65,156.81,136.53,53814,1252.98,12949.73,13355.75,Black,5181.13,76.27,91,Normal,1315.3,Medium,2024-06-13
F00261,Arun Kumar,Andhra Pradesh,Vizianagaram,Mango,Kharif,13.17,202.14,195.89,78882,1171.76,13606.63,12809.23,Red,1943.97,116.37,100,Heavy Rainfall,1302.61,Low,2024-08-05
F00262,Suresh Chaudhary,Andhra Pradesh,Vizianagaram,Wheat,Summer,2.27,6.98,7.19,20128,237.27,13487.27,4542.03,Clay,4123.0,111.1,66,Flood,253.75,High,2025-05-08
F00263,Rahul Reddy,Andhra Pradesh,Vizianagaram,Mango,Kharif,8.77,152.54,172.41,71002,399.78,13921.55,4035.01,Red,2333.77,117.04,70,Flood,455.65,High,2025-09-17
F00264,Mahesh Patil,Andhra Pradesh,Vizianagaram,Sugarcane,Kharif,1.25,81.56,69.65,4694,1408.67,12834.59,15925.63,Alluvial,4293.54,81.72,62,Dry,1318.01,Low,2024-11-26
F00265,Divya Singh,Andhra Pradesh,Vizianagaram,Banana,Summer,0.87,18.88,19.41,10905,605.89,14232.2,9081.84,Sandy,1639.39,80.52,73,Heavy Rainfall,712.05,Low,2024-11-12
